First Name,Last Name,Full Name,Gender,Region,Generation
Lies,Smit,Lies Smit,female,randstad,modern
Daan,Henks,Daan Henks,male,south,contemporary
Johanna,Scholte,Johanna Scholte,female,south,traditional
Piet,Mulder,Piet Mulder,male,general,traditional
Piet,Jager,Piet Jager,male,general,traditional
Daan,De vries,Daan De vries,male,south,contemporary
Julia,te Heide,Julia te Heide,female,general,modern
Amber,De jong,Amber De jong,female,south,modern
Luna,van den Zandburg,Luna van den Zandburg,female,randstad,contemporary
Finn,van Veen,Finn van Veen,male,north,contemporary
Stijn,op de Akkerburg,Stijn op de Akkerburg,male,randstad,contemporary
Emma,in de Meer,Emma in de Meer,female,general,contemporary
Staas,van Gaard,Staas van Gaard,female,north,contemporary
Eva,op de Poel,Eva op de Poel,female,south,contemporary
Hendrika,de Straat,Hendrika de Straat,female,randstad,traditional
Sem,Bakkers,Sem Bakkers,male,south,contemporary
Liv,Visser,Liv Visser,female,south,contemporary
Stijn,te Kerkdorp,Stijn te Kerkdorp,male,randstad,contemporary
Cornelis,Visser,Cornelis Visser,male,general,traditional
Rick,Mulder,Rick Mulder,male,north,modern
Hendrika,Vissers,Hendrika Vissers,female,north,traditional
Margaretha,Bakker,Margaretha Bakker,female,north,traditional
Anna,De vries,Anna De vries,female,south,traditional
Naas,Jansen,Naas Jansen,male,general,modern
Maud,De vries,Maud De vries,female,general,modern
Fleur,Kuiper,Fleur Kuiper,female,south,contemporary
Thijs,van den Laan,Thijs van den Laan,male,north,contemporary
Gerrit,van der Beek,Gerrit van der Beek,male,randstad,traditional
Catharina,Henks,Catharina Henks,female,randstad,traditional
Sophie,Dal,Sophie Dal,female,general,modern
Luna,Bakker,Luna Bakker,female,north,contemporary
Titie,Smid,Titie Smid,female,general,modern
Joep,Jacobsz,Joep Jacobsz,male,general,contemporary
Hendrik,in de Straat,Hendrik in de Straat,male,south,traditional
Adriaan,Scholte,Adriaan Scholte,male,randstad,traditional
Bas,Kuiper,Bas Kuiper,male,south,modern
Piet,te Hof,Piet te Hof,male,south,traditional
Jade,van den Hof,Jade van den Hof,female,general,modern
Bo,op de Kool,Bo op de Kool,female,randstad,contemporary
Koen,Jansen,Koen Jansen,male,general,contemporary
Geertruida,van den Werf,Geertruida van den Werf,female,general,traditional
Marie,Mulder,Marie Mulder,female,south,modern
Kreus,van Heide,Kreus van Heide,female,north,modern
Nina,Bakker,Nina Bakker,female,north,modern
Sam,Straat,Sam Straat,male,randstad,modern
Johannes,Pietzoon,Johannes Pietzoon,male,randstad,traditional
Ben,op de Meer,Ben op de Meer,male,general,modern
Piet,te Huis,Piet te Huis,male,randstad,traditional
Jos,Smit,Jos Smit,male,south,traditional
Vodaa,De jong,Vodaa De jong,female,general,modern
Fleur,Bakker,Fleur Bakker,female,south,contemporary
Bram,Houthuis,Bram Houthuis,male,general,modern
Maximilian,De vries,Maximilian De vries,female,randstad,traditional
Fleur,in de Werf,Fleur in de Werf,female,north,contemporary
Niek,Jansen,Niek Jansen,male,south,contemporary
Noah,De jong,Noah De jong,male,general,contemporary
Neilir,De jong,Neilir De jong,female,randstad,traditional
Lotte,Poel,Lotte Poel,female,south,modern
Plin,ter Beek,Plin ter Beek,female,general,modern
Hendrika,Hoek,Hendrika Hoek,female,north,traditional
Marie,Jansen,Marie Jansen,female,south,modern
Maud,Jansen,Maud Jansen,female,general,modern
Mar,Bernardsen,Mar Bernardsen,male,general,modern
Lars,te Steen,Lars te Steen,male,north,modern
Marie,Jager,Marie Jager,female,general,modern
Maud,De vries,Maud De vries,female,general,modern
Amber,Visser,Amber Visser,female,randstad,modern
Sophie,Huis,Sophie Huis,female,general,modern
Bram,Dekker,Bram Dekker,male,general,modern
Sebastiaan,van de Kerkhout,Sebastiaan van de Kerkhout,female,randstad,contemporary
Ton,van Hoek,Ton van Hoek,male,south,contemporary
Geertruida,Bakker,Geertruida Bakker,female,south,traditional
Tokeus,Schrijver,Tokeus Schrijver,female,north,contemporary
Willem,Jansen,Willem Jansen,male,general,traditional
Johanna,Jacobsen,Johanna Jacobsen,female,general,traditional
Koen,Jansen,Koen Jansen,male,general,contemporary
Lara,Straat,Lara Straat,female,general,modern
Maud,Koolhuis,Maud Koolhuis,female,south,modern
Sem,van den Bosch,Sem van den Bosch,male,randstad,contemporary
Jade,ter Veld,Jade ter Veld,female,general,modern
Noa,De vries,Noa De vries,female,south,contemporary
Stijn,Visser,Stijn Visser,male,north,contemporary
Cornelia,Scholte,Cornelia Scholte,female,north,traditional
Klaas,De jong,Klaas De jong,male,north,modern
Sjoerd,van Kool,Sjoerd van Kool,male,north,contemporary
Eva,Jagerman,Eva Jagerman,female,north,contemporary
Stei,te Hof,Stei te Hof,female,south,contemporary
Beloun,Jansen,Beloun Jansen,male,general,contemporary
Milan,Meer,Milan Meer,male,north,contemporary
Willem,van der Kool,Willem van der Kool,male,south,traditional
Johannes,Visser,Johannes Visser,male,randstad,traditional
Fleur,de Poel,Fleur de Poel,female,randstad,contemporary
Maximilian,Werf,Maximilian Werf,female,randstad,modern
Bram,De vries,Bram De vries,male,general,modern
Emma,Jansen,Emma Jansen,female,south,contemporary
Alexander,Zand,Alexander Zand,male,randstad,modern
Finn,Visser,Finn Visser,male,general,contemporary
Anna,Smit,Anna Smit,female,south,traditional
Sauje,Martins,Sauje Martins,female,general,modern
Anna,Mulder,Anna Mulder,female,north,traditional
Sanne,De vries,Sanne De vries,female,general,modern
Maud,op de Boschburg,Maud op de Boschburg,female,south,modern
Jacobus,van den Hoek,Jacobus van den Hoek,male,randstad,traditional
Eva,op de Zand,Eva op de Zand,female,randstad,contemporary
Lars,in de Kerk,Lars in de Kerk,male,randstad,modern
Isa,van den Wind,Isa van den Wind,female,general,contemporary
Alexander,van Hoek,Alexander van Hoek,female,randstad,modern
Johanna,Henksz,Johanna Henksz,female,south,traditional
Daan,Jager,Daan Jager,male,north,contemporary
Noah,Jansen,Noah Jansen,male,south,contemporary
Milou,ter Poel,Milou ter Poel,female,randstad,contemporary
Tim,van den Haven,Tim van den Haven,male,randstad,modern
Sanne,Wind,Sanne Wind,female,general,modern
Tim,Bakker,Tim Bakker,male,south,modern
Sanne,De vries,Sanne De vries,female,general,modern
Evi,Water,Evi Water,female,south,contemporary
Thijs,te Weg,Thijs te Weg,male,south,contemporary
Nina,Jansen,Nina Jansen,female,north,modern
Joep,Bakker,Joep Bakker,male,general,contemporary
Willem,Jansen,Willem Jansen,male,north,traditional
Joepk,Smit,Joepk Smit,male,randstad,contemporary
Tont,op de Hoek,Tont op de Hoek,male,south,modern
Rick,Jansen,Rick Jansen,male,general,modern
Geertruida,Jagerman,Geertruida Jagerman,female,south,traditional
Geertruida,Bakker,Geertruida Bakker,female,general,traditional
Maud,de Haven,Maud de Haven,female,north,modern
Lucas,Theodorsen,Lucas Theodorsen,male,randstad,contemporary
Sem,Laanhof,Sem Laanhof,male,general,contemporary
Bram,Jansen,Bram Jansen,male,north,modern
Lies,De jong,Lies De jong,female,north,modern
Cornelia,Henks,Cornelia Henks,female,general,traditional
Fosen,De vries,Fosen De vries,male,general,traditional
Sjoerd,Gaard,Sjoerd Gaard,male,north,traditional
Maximilian,in de Wegdorp,Maximilian in de Wegdorp,male,randstad,modern
Stijn,van Gaard,Stijn van Gaard,male,north,contemporary
Klaas,Visser,Klaas Visser,male,general,traditional
Emma,in de Kamp,Emma in de Kamp,female,general,contemporary
Catharina,te Beek,Catharina te Beek,female,general,traditional
Stijn,De jong,Stijn De jong,male,randstad,contemporary
Liam,Jansen,Liam Jansen,male,randstad,contemporary
Tim,in de Gaard,Tim in de Gaard,male,south,modern
Milant,van de Hout,Milant van de Hout,male,randstad,contemporary
Catharina,Visser,Catharina Visser,female,north,traditional
Eva,op de Gaard,Eva op de Gaard,female,south,contemporary
Kriena,Pietzoon,Kriena Pietzoon,female,randstad,contemporary
Sebastiaan,ter Straatburg,Sebastiaan ter Straatburg,female,randstad,modern
Evi,De vries,Evi De vries,female,south,contemporary
Klaas,Pietsen,Klaas Pietsen,male,randstad,traditional
Hendrik,De jong,Hendrik De jong,male,general,traditional
Cor,ter Donkhout,Cor ter Donkhout,male,general,modern
Maximilian,Gaard,Maximilian Gaard,female,randstad,modern
Bas,in de Hoek,Bas in de Hoek,male,general,modern
Milan,Bakker,Milan Bakker,male,general,contemporary
Milou,Jansen,Milou Jansen,female,north,contemporary
Sanne,van de Veld,Sanne van de Veld,female,general,modern
Stijn,Dal,Stijn Dal,male,general,contemporary
Julia,Kool,Julia Kool,female,north,modern
Noah,Visser,Noah Visser,male,south,contemporary
Klaas,op de Berg,Klaas op de Berg,male,north,modern
Julia,Bakker,Julia Bakker,female,north,modern
Bo,Akker,Bo Akker,female,randstad,contemporary
Miik,Jansen,Miik Jansen,male,general,contemporary
Johanna,Jans,Johanna Jans,female,randstad,traditional
Thijs,Jansen,Thijs Jansen,male,randstad,contemporary
Lars,ter Werfhout,Lars ter Werfhout,male,north,modern
Luna,Laan,Luna Laan,female,north,contemporary
Wiebe,Gaard,Wiebe Gaard,male,north,traditional
Milou,Brouwerman,Milou Brouwerman,female,randstad,contemporary
Noa,Jacobsz,Noa Jacobsz,female,south,contemporary
Rick,van der Boschdorp,Rick van der Boschdorp,male,south,modern
Daann,Bakker,Daann Bakker,male,north,contemporary
Lars,De vries,Lars De vries,male,general,modern
Liv,op de Havendorp,Liv op de Havendorp,female,north,contemporary
Thijs,de Boschdorp,Thijs de Boschdorp,male,randstad,contemporary
Alexander,Bakker,Alexander Bakker,male,randstad,traditional
Sem,Mulder,Sem Mulder,male,general,contemporary
Jacobus,Brouwer,Jacobus Brouwer,male,north,traditional
Ton,te Kamp,Ton te Kamp,male,south,traditional
Lies,Jansen,Lies Jansen,female,south,modern
Sebastiaan,Dekker,Sebastiaan Dekker,female,randstad,traditional
Tom,van de Hoek,Tom van de Hoek,male,general,modern
Geertruida,te Werf,Geertruida te Werf,female,south,traditional
Johanna,Bakker,Johanna Bakker,female,randstad,traditional
Stijn,Akkerdijk,Stijn Akkerdijk,male,general,contemporary
Margaretha,De jong,Margaretha De jong,female,south,traditional
Milan,Visser,Milan Visser,male,randstad,contemporary
Emma,Kool,Emma Kool,female,general,contemporary
Johannes,Smidman,Johannes Smidman,male,north,traditional
Tim,van der Huis,Tim van der Huis,male,randstad,modern
Bramn,Dirks,Bramn Dirks,male,general,modern
Lotte,Smid,Lotte Smid,female,randstad,modern
Ben,van Steen,Ben van Steen,male,north,modern
Lara,Heide,Lara Heide,female,north,modern
Klaas,Schrijver,Klaas Schrijver,male,south,traditional
Liv,Bakker,Liv Bakker,female,general,contemporary
Bo,Antonzoon,Bo Antonzoon,female,general,contemporary
Sebastiaan,Straat,Sebastiaan Straat,male,randstad,traditional
Emma,Bakker,Emma Bakker,female,south,contemporary
Lotte,Jansen,Lotte Jansen,female,general,modern
Hendrik,De jong,Hendrik De jong,male,general,traditional
Traa,Smits,Traa Smits,male,randstad,contemporary
Evi,te Donk,Evi te Donk,female,randstad,contemporary
Thijs,De vries,Thijs De vries,male,general,contemporary
Jos,Jansen,Jos Jansen,male,south,traditional
Koen,in de Horstburg,Koen in de Horstburg,male,south,contemporary
Guin,van der Kool,Guin van der Kool,female,north,modern
Emma,Visser,Emma Visser,female,general,contemporary
Eva,ter Donk,Eva ter Donk,female,south,contemporary
Gerrit,in de Broek,Gerrit in de Broek,male,general,traditional
Ben,Henkzoon,Ben Henkzoon,male,south,modern
Johanna,te Weg,Johanna te Weg,female,north,traditional
Liva,de Huis,Liva de Huis,female,general,contemporary
Ton,Visser,Ton Visser,male,south,contemporary
Unna,Visser,Unna Visser,female,general,traditional
Jacobus,op de Hout,Jacobus op de Hout,male,general,traditional
Bas,de Beek,Bas de Beek,male,randstad,modern
Koen,ter Dal,Koen ter Dal,male,south,contemporary
Piet,van den Winddorp,Piet van den Winddorp,male,randstad,traditional
Koen,Dirksz,Koen Dirksz,male,north,contemporary
Hendrik,van der Bos,Hendrik van der Bos,male,general,traditional
Geertruida,Visser,Geertruida Visser,female,general,traditional
Bas,Smit,Bas Smit,male,south,modern
Jos,Visser,Jos Visser,male,south,traditional
Catharina,in de Beek,Catharina in de Beek,female,general,traditional
Snou,Visser,Snou Visser,female,general,modern
Sanne,ter Dijk,Sanne ter Dijk,female,north,modern
Margaretha,Kuiper,Margaretha Kuiper,female,general,traditional
Catharina,Klaass,Catharina Klaass,female,general,traditional
Marie,Kerkhof,Marie Kerkhof,female,randstad,modern
Henk,ter Kool,Henk ter Kool,male,randstad,modern
Fleur,Horsthuis,Fleur Horsthuis,female,north,contemporary
Daan,van de Molen,Daan van de Molen,male,general,contemporary
Niek,Willemzoon,Niek Willemzoon,male,general,contemporary
Amber,De vries,Amber De vries,female,general,modern
Anna,De jong,Anna De jong,female,general,traditional
Naunje,Henkzoon,Naunje Henkzoon,female,general,modern
Johannes,Visser,Johannes Visser,male,randstad,traditional
Tim,ter Hoekburg,Tim ter Hoekburg,male,randstad,modern
Tim,De vries,Tim De vries,male,general,modern
Maria,van den Boschburg,Maria van den Boschburg,female,randstad,traditional
Nina,van Molen,Nina van Molen,female,north,modern
Maximilian,van de Beek,Maximilian van de Beek,male,randstad,contemporary
Freinje,Bakker,Freinje Bakker,female,general,modern
Niekr,Schrijver,Niekr Schrijver,male,north,contemporary
Maximilian,Horst,Maximilian Horst,male,randstad,modern
Lotte,Dekkersen,Lotte Dekkersen,female,randstad,modern
Noahn,De jong,Noahn De jong,male,general,contemporary
Isa,Jansen,Isa Jansen,female,north,contemporary
Cornelia,van de Kool,Cornelia van de Kool,female,randstad,traditional
Emi,van de Kool,Emi van de Kool,female,south,contemporary
Fokke,Bakker,Fokke Bakker,male,north,contemporary
Noa,Waterhof,Noa Waterhof,female,general,contemporary
Johanna,Akker,Johanna Akker,female,randstad,traditional
Anna,Molenberg,Anna Molenberg,female,randstad,traditional
Zoë,Timmerman,Zoë Timmerman,female,randstad,contemporary
Maud,Visser,Maud Visser,female,general,modern
Julia,Visser,Julia Visser,female,north,modern
Noa,Vissersen,Noa Vissersen,female,north,contemporary
Thijs,Visser,Thijs Visser,male,randstad,contemporary
Henk,De jong,Henk De jong,male,general,modern
Emi,Boers,Emi Boers,female,randstad,contemporary
Enna,ter Poel,Enna ter Poel,female,general,traditional
Sophie,ter Straat,Sophie ter Straat,female,general,modern
Zoë,Gaard,Zoë Gaard,female,randstad,contemporary
Tjeerd,Boer,Tjeerd Boer,male,north,traditional
Piet,De jong,Piet De jong,male,south,traditional
Gerrit,Henks,Gerrit Henks,male,randstad,traditional
Geertruida,van Laan,Geertruida van Laan,female,general,traditional
Jacobus,Water,Jacobus Water,male,south,traditional
Klaas,Boerman,Klaas Boerman,male,north,traditional
Amberke,Jansen,Amberke Jansen,female,general,modern
Hendrika,Jansen,Hendrika Jansen,female,north,traditional
Ger,Visser,Ger Visser,male,general,modern
Jacobus,Jagerman,Jacobus Jagerman,male,randstad,traditional
Isa,Berg,Isa Berg,female,general,contemporary
Lara,van de Straat,Lara van de Straat,female,randstad,modern
Piet,Kampberg,Piet Kampberg,male,south,contemporary
Lucas,Visser,Lucas Visser,male,general,contemporary
Amber,Straat,Amber Straat,female,general,modern
Lucas,Smit,Lucas Smit,male,north,contemporary
Isa,Piets,Isa Piets,female,general,contemporary
Noah,op de Hoek,Noah op de Hoek,male,south,contemporary
Ger,op de Haven,Ger op de Haven,male,general,modern
Koen,Piets,Koen Piets,male,south,contemporary
Rorke,Janzoon,Rorke Janzoon,female,south,contemporary
Johannes,Pietsen,Johannes Pietsen,male,south,traditional
Niek,op de Zand,Niek op de Zand,male,randstad,contemporary
Finn,Jansen,Finn Jansen,male,randstad,contemporary
Hendrika,op de Haven,Hendrika op de Haven,female,general,traditional
Luna,van de Straat,Luna van de Straat,female,south,contemporary
Cornelia,de Akker,Cornelia de Akker,female,north,traditional
Lies,Bakker,Lies Bakker,female,general,modern
Rick,Water,Rick Water,male,general,modern
Bram,Timmermansen,Bram Timmermansen,male,north,modern
Bas,Jansen,Bas Jansen,male,general,modern
Henk,Bakkers,Henk Bakkers,male,general,modern
Bram,Straat,Bram Straat,male,south,modern
Lies,te Bosch,Lies te Bosch,female,north,modern
Maximilian,van Kerk,Maximilian van Kerk,female,randstad,modern
Koenr,Bos,Koenr Bos,male,south,contemporary
Anna,Scholte,Anna Scholte,female,general,traditional
Bas,Jansen,Bas Jansen,male,south,modern
Liv,de Veen,Liv de Veen,female,north,contemporary
Nina,van den Kerk,Nina van den Kerk,female,randstad,modern
Klaas,van Havenhout,Klaas van Havenhout,male,north,traditional
Cor,Bakkers,Cor Bakkers,male,randstad,modern
Sophie,Piets,Sophie Piets,female,general,modern
Alexander,Pietzoon,Alexander Pietzoon,female,randstad,contemporary
Emma,De vries,Emma De vries,female,south,contemporary
Lars,ter Gaard,Lars ter Gaard,male,general,modern
Rick,Dal,Rick Dal,male,general,modern
Eva,Jansen,Eva Jansen,female,general,contemporary
Sam,Visser,Sam Visser,male,randstad,modern
Mar,Simonsen,Mar Simonsen,male,north,modern
Lara,De vries,Lara De vries,female,general,modern
Sem,Jansen,Sem Jansen,male,north,contemporary
Noa,De jong,Noa De jong,female,general,contemporary
Evi,van Bosch,Evi van Bosch,female,north,contemporary
Sebastiaan,Schrijver,Sebastiaan Schrijver,male,randstad,contemporary
Fokke,Visser,Fokke Visser,male,north,contemporary
Liam,van den Werf,Liam van den Werf,male,south,contemporary
Maximilian,Dirks,Maximilian Dirks,female,randstad,traditional
Mar,Dekker,Mar Dekker,male,randstad,modern
Max,Dirksen,Max Dirksen,male,south,modern
Emma,in de Huis,Emma in de Huis,female,randstad,contemporary
Zoë,van Werfhout,Zoë van Werfhout,female,south,contemporary
Evae,Smidman,Evae Smidman,female,north,contemporary
Lette,van der Donk,Lette van der Donk,female,general,modern
